"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","numero_rpls_logement","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_application_dpe","etiquette_dpe","etiquette_ges","type_batiment","annee_construction","periode_construction","type_installation_chauffage","type_installation_ecs","hauteur_sous_plafond","nombre_appartement","nombre_niveau_immeuble","nombre_niveau_logement","typologie_logement","appartement_non_visite","surface_habitable_immeuble","surface_habitable_logement","surface_tertiaire_immeuble","classe_inertie_batiment","classe_altitude","zone_climatique","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","position_logement_dans_immeuble","nom_residence","complement_adresse_batiment","complement_adresse_logement","indicateur_confort_ete","protection_solaire_exterieure","logement_traversant","presence_brasseur_air","inertie_lourde","isolation_toiture","deperditions_enveloppe","deperditions_ponts_thermiques","deperditions_murs","deperditions_planchers_hauts","deperditions_planchers_bas","deperditions_portes","deperditions_baies_vitrees","deperditions_renouvellement_air","qualite_isolation_enveloppe","qualite_isolation_murs","qualite_isolation_plancher_haut_comble_amenage","qualite_isolation_plancher_haut_comble_perdu","qualite_isolation_plancher_haut_toit_terrasse","qualite_isolation_plancher bas","qualite_isolation_menuiseries","ubat_w_par_m2_k","besoin_chauffage","besoin_ecs","besoin_refroidissement","apport_interne_saison_chauffe","apport_interne_saison_froide","apport_solaire_saison_chauffe","apport_solaire_saison_froide","conso_5_usages_ep","conso_5_usages_par_m2_ep","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","conso_5 usages_ef","conso_5 usages_par_m2_ef","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","emission_ges_5_usages","emission_ges_5_usages par_m2","emission_ges_chauffage","emission_ges_ecs","emission_ges_refroidissement","emission_ges_eclairage","emission_ges_auxiliaires","type_energie_n1","conso_5 usages_ef_energie_n1","conso_chauffage_ef_energie_n1","conso_ecs_ef_energie_n1","cout_total_5_usages_energie_n1","cout_chauffage_energie_n1","cout_ecs_energie_n1","emission_ges_5_usages_energie_n1","emission_ges_chauffage_energie_n1","emission_ges_ecs_energie_n1","type_energie_n2","conso_5 usages_ef_energie_n2","conso_chauffage_ef_energie_n2","conso_ecs_ef_energie_n2","cout_total_5_usages_energie_n2","cout_chauffage_energie_n2","cout_ecs_energie_n2","emission_ges_5_usages_energie_n2","emission_ges_chauffage_energie_n2","emission_ges_ecs_energie_n2","type_energie_n3","conso_5_usages_ef_energie_n3","conso_chauffage_ef_energie_n3","conso_ecs_ef_energie_n3","cout_total_5_usages energie_n3","cout_chauffage_energie_n3","cout_ecs_energie_n3","emission_ges_5_usages_energie_n3","emission_ges_chauffage_energie_n3","emission_ges_ecs_energie_n3","cout_total_5_usages","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_energie_principale_chauffage","type_generateur_chauffage_principal","type_installation_chauffage_n1","type_emetteur_installation_chauffage_n1","configuration_installation_chauffage_n1","description_installation_chauffage_n1","conso_chauffage_installation_chauffage_n1","surface_chauffee_installation_chauffage_n1","facteur_couverture_solaire_installation_chauffage_n1","facteur_couverture_solaire_saisi_installation_chauffage_n1","type_generateur_n1_installation_n1","type_energie_generateur_n1_installation_n1","usage_generateur_n1_installation_n1","description_generateur_chauffage_n1_installation_n1","conso_chauffage_generateur_n1_installation_n1","type_generateur_n2_installation_n1","type_energie_generateur_n2_installation_n1","usage_generateur_n2_installation_n1","description_generateur_chauffage_n2_installation_n1","conso_chauffage_generateur_n2_installation_n1","type_installation_chauffage_n2","type_emetteur_installation_chauffage_n2","configuration_installation_chauffage_n2","description_installation_chauffage_n2","conso_chauffage_installation_chauffage_n2","surface_chauffee_installation_chauffage_n2","facteur_couverture_solaire_installation_chauffage_n2","facteur_couverture_solaire_saisi_installation_chauffage_n2","type_generateur_n1_installation_n2","type_energie_generateur_n1_installation_n2","usage_generateur_n1_installation_n2","description_generateur_chauffage_n1_installation_n2","conso_chauffage_generateur_n1_installation_n2","type_generateur_n2_installation_n2","type_energie_generateur_n2_installation_n2","usage_generateur_n2_installation_n2","description_generateur_chauffage_n2_installation_n2","conso_chauffage_generateur_n2_installation_n2","type_energie_principale_ecs","type_generateur_chauffage_principal_ecs","besoin_ecs_batiment","besoin_ecs_logement","type_installation_ecs_n1","configuration_installation_ecs_n1","description_installation_ecs_n1","conso_ef_installation_ecs_n1"," nombre_logements_desservis_par_installation_ecs_n1","surface_habitable_desservie_par_installation_ecs_n1","type_installation_solaire_n1","production_ecs_solaire_installation_n1","facteur_couverture_solaire_n1","facteur_couverture_solaire_saisi_n1","type_generateur_n1_ecs_n1","type_energie_generateur_n1_ecs_n1","usage_generateur_n1_ecs_n1","description_generateur_n1_ecs_n1","volume_stockage_generateur_n1_ecs_n1","cop_generateur_n1_ecs_n1","conso_ef_generateur_n1_ecs_n1","date_installation_generateur_n1_ecs_n1","type_generateur_n2_ecs_n1","type_energie_generateur_n2_ecs_n1","usage_generateur_n2_ecs_n1","description_generateur_n2_ecs_n1","volume_stockage_generateur_n2_ecs_n1","cop_generateur_n2_ecs_n1","conso_ef_generateur_n2_ecs_n1","date_installation_generateur_n2_ecs_n1","type_ventilation","surface_ventilee","ventilation_posterieure_2012","type_generateur_froid","type_energie_climatisation","periode_installation_generateur_froid","description_generateur_froid","surface_climatisee","conso_refroidissement_annuel","categorie_enr","systeme_production_electricite_origine_renouvelable","presence_production_pv","surface_totale_capteurs_pv","nombre_module","production_electricite_pv_kwhep_par_an","electricite_pv_autoconsommee"
"2284E0332898B","2024-02-06","2022-01-23","2022-02-17","2022-02-18","2032-02-16",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","C","B","maison",1978,"1978-1982",,,3,,,2,,,,294,,"Légère","inférieur à 400m","H2d","2860 Chemin des Parties 84220 Gordes","2860","Chemin des Parties","Gordes","84220","84050","84","93","84050_0640_02860",874002.74,6312706.65,0.5,"adresse géocodée ban à l'adresse","2860 chemin des Parties
Les Imberts","GORDES",84220,0,,,,,,,,,,,769.3,0,205.9,57.3,70.8,13.4,166,255.8,"bonne","insuffisante","bonne",,,"insuffisante","insuffisante",0.63,30176.1,1964.4,6014.7,5747157.6,2300651.4,8843810.8,3968354.4,34993.5,119,24876.3,7303.8,179.6,1334.3,1299.5,18639.4,63,14240.6,3175.6,78.1,580.1,565,2582.1,8,2294.5,206.4,5,40,36.2,"Électricité",12580,8181.2,3175.6,2073.5,1348.5,523.4,933.9,646.3,206.4,"GPL",6059.4,6059.4,0,866.8,866.8,0,1648.2,1648.2,0,,,,,,,,,,,2940.3,2215.2,523.4,12.9,95.6,93.1,"Électricité","PAC air/eau installée après 2017","installation individuelle","Radiateur monotube avec robinet thermostatique sur réseau individuel eau chaude basse ou moyenne température(inf 65°C)","Installation de chauffage avec chaudière en relève de PAC","PAC air/eau relèvée par une chaudière GPL/propane à condensation (système individuel). Emetteur(s): plancher chauffant, radiateur monotube avec robinet thermostatique",13253.1,267,,,"PAC air/eau installée après 2017","Électricité","chauffage","Electrique - PAC air/eau installée à partir de 2017",7193.7,"Chaudière gpl/propane/butane à condensation après 2015","GPL","chauffage","GPL - Chaudière GPL/propane/butane à condensation installée à partir de 2016",6059.4,"installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air avec programmateur pièce par pièce (système individuel)",987.5,27,,,"PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air installée à partir de 2015",987.5,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (autres catégorie ou inconnue), contenance ballon 300 L",3175.6,1,294,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (autres catégorie ou inconnue)",300,,3175.6,,,,,,,,,,,,0,"PAC air/air installée à partir de 2015","Électricité","A partir de 2015","Refroidissement - Electrique - Pompe à chaleur (divisé) - type split",27,78.1,"pompe à chaleur",,,,,0,
"2284E0915013C","2024-02-06","2022-04-27","2022-04-28","2022-04-29","2032-04-27",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","D","A","maison",1983,"1983-1988",,,2.5,,,1,,,,87.2,,"Légère","inférieur à 400m","H2d","212 Chemin des Pourquiers 84220 Gordes","212","Chemin des Pourquiers","Gordes","84220","84050","84","93","84050_0710_00212",878785.49,6314265.65,0.47,"adresse géocodée ban à l'adresse","212 Chemin des Pourquiers","GORDES",84220,0,,,,,"insuffisant",0,1,0,0,1,318.9,18.5,57.6,16.1,38.4,0,112,76.3,"insuffisante","insuffisante",,"insuffisante",,"insuffisante","insuffisante",0.95,11132.2,1076,4294.1,1978186.2,791890,6646141.5,3498067.6,16235.4,186,9538.4,4291.4,2010,395.6,0,7058.9,80,4147.1,1865.8,873.9,172,0,516.7,5,327.6,121.3,55.9,11.9,0,"Électricité",7058.9,4147.1,1865.8,1204.7,707.8,318.4,516.7,327.6,121.3,,,,,,,,,,,,,,,,,,,,,1204.7,707.8,318.4,149.1,29.4,0,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par fluide frigorigène","Installation de chauffage simple","PAC air/air sans réseau de distribution installée à partir de 2015 (système individuel)",2832.8,75.6,,,"PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air sans réseau de distribution installée à partir de 2015",2832.8,,,,,,"installation individuelle","Radiateur électrique à accumulation","Installation de chauffage simple","Radiateur électrique à inertie (modélisé comme un radiateur à accumulation) (système individuel)",1314.3,11.6,,,"Radiateur électrique à accumulation","Électricité","chauffage","Electrique - Radiateur électrique à inertie (modélisé comme un radiateur à accumulation)",1314.3,,,,,,"Électricité","Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles), contenance ballon 200 L",1865.8,1,87.2,"Non affecté",,,,"Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles)",200,,1865.8,,,,,,,,,,,,0,"PAC air/air installée avant 2008","Électricité","Avant 2008","Refroidissement - Electrique - Pompe à chaleur (divisé) - type split",71,873.9,"pompe à chaleur",,,,,0,
"2284E0999972T","2024-02-06","2022-05-02","2022-05-08","2022-05-09","2032-05-07",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe appartement individuel","D","B","appartement",,"1989-2000","individuel","individuel",2.5,1,,1,,,,42.3,,"Moyenne","inférieur à 400m","H2d","Ancien Chemin des Beaumettes 84220 Gordes",,,"Gordes","84220","84050","84","93","84050_0064",877663.12,6311268.62,0.37,"adresse géocodée ban à l'adresse","Immeuble : 53195 Lot : 22 

Chemin du Moulin 
commune des Beaumettes","GORDES, France",84220,0,,,,,"moyen",1,0,0,0,1,109.9,10.7,26.3,16.9,0,6.7,14.6,34.7,"moyenne","moyenne",,,"insuffisante","très bonne","moyenne",0.75,4012.8,919.4,694.4,1180266.3,472473.8,987910.8,351990.4,9605.7,227,4930.3,3496.4,399.3,191.9,587.8,4176.4,98,2143.6,1520.2,173.6,83.4,255.6,301.4,7,169.3,98.8,11.1,5.8,16.4,"Électricité",4176.4,2143.6,1520.2,755.8,387.9,275.1,301.4,169.3,98.8,,,,,,,,,,,,,,,,,,,,,755.8,387.9,275.1,31.4,15.1,46.2,"Électricité","PAC air/air installée entre 2008 et 2014","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée entre 2008 et 2014 (système individuel)",2143.6,42.3,,,"PAC air/air installée entre 2008 et 2014","Électricité","chauffage","Electrique - PAC air/air installée entre 2008 et 2014",2143.6,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles), contenance ballon 150 L",1520.2,1,42.3,"Non affecté",,,,"Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (catégorie B ou 2 étoiles)",150,,1520.2,,,,,,,,,,,,0,"PAC air/air installée avant 2008","Électricité","Avant 2008","Refroidissement - Electrique - Pompe à chaleur air/air",42.3,173.6,"pompe à chaleur",,,,,0,
"2284E1490816J","2024-02-06","2022-06-15","2022-06-15","2022-06-30","2032-06-14",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","C","A","maison",1985,"1983-1988",,,2.6,,,3,,,,235,,"Moyenne","inférieur à 400m","H2d","446 Chemin du Serre 84220 Gordes","446","Chemin du Serre","Gordes","84220","84050","84","93","84050_0820_00446",875089.81,6310688.73,0.86,"adresse géocodée ban à l'adresse","du Serre","GORDES",84220,,,,,,"moyen",1,1,0,0,1,476.7,0,182,22.4,32.7,37.2,65.3,137.1,"moyenne","insuffisante",,"insuffisante",,"bonne","insuffisante",0.69,16854.8,1711,4155.4,4672026.7,1870264.5,6620126.2,2684275.7,39727,169,27484.1,9298.9,787.5,1059.7,1309.6,17272.6,73.5,11949.6,4043,342.4,460.7,569.4,1290.2,5.4,941.6,261.1,21.9,31.8,36.4,"Électricité",17272.6,11919.1,4017.2,2810.5,1939,650.8,1292.9,941.6,261.1,"Électricité d'origine renouvelable utilisée dans le bâtiment",497.5,30.5,25.8,0,0,0,0,0,0,,,,,,,,,,,2810.5,1939,650.8,58,75.5,87.1,"Électricité","Radiateur électrique à accumulation","installation individuelle","Radiateur électrique à accumulation","Installation de chauffage simple","Installation 2",9698.1,155,,,"Radiateur électrique à accumulation","Électricité","chauffage","Radiateur électrique à accumulation",9698.1,,,,,,"installation individuelle","Soufflage d'air chaud sans réseau de distribution (ventiloconvecteur éléctrique)","Installation de chauffage simple","Installation 1",2251.5,80,,,"PAC air/air installée avant 2008","Électricité","chauffage","Pompe à chaleur Air/Air",2251.5,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Deux systèmes d'ECS dans une maison ou un appartement","Chauffe-eau vertical",2271.2,1,117.5,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Chauffe-eau vertical",350,,2271.2,,,,,,,,,,"VMC SF Auto réglable de 1982 à 2000",235,0,"PAC air/air installée avant 2008","Électricité","Avant 2008","Pac air / air",80,353.7,"Il existe plusieurs descriptifs ENR","Solaire Photovoltaïque",1,1.6,18,570.2,
"2284E0925614V","2024-02-06","2021-08-30","2022-04-29","2022-04-30","2032-04-28","2184E0264795R",,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","F","C","maison",1947,"avant 1948",,,2.5,,,1,,,,128.9,,"Lourde","inférieur à 400m","H2d","Les Imberts 84220 Gordes",,,"Gordes","84220","84050","84","93","84050_7lah4v",874175.48,6312080.66,0.38,"adresse géocodée ban à l'adresse","Les Imberts","GORDES",84220,0,,,,,"bon",1,1,0,1,1,568.8,24.9,205.8,12.4,77,14.3,77.4,157,"insuffisante","insuffisante",,"bonne",,"insuffisante","insuffisante",1.25,22523.6,1255.3,0,2478083,0,4863242.3,0,50138.8,388,44003.9,5549.9,0,585,0,21799.5,169,19132.1,2413,0,254.3,0,1685.8,13,1511.4,156.8,0,17.5,0,"Électricité",21799.5,19132.1,2413,3541.5,3108.2,392,1685.8,1511.4,156.8,,,,,,,,,,,,,,,,,,,,,3541.5,3108.2,392,0,41.3,0,"Électricité","Convecteur électrique NFC, NF** et NF***","installation individuelle","Convecteur électrique NFC, NF** et NF***","Installation de chauffage simple","Convecteur électrique NFC, NF** et NF*** (système individuel)",19132.1,128.9,,,"Convecteur électrique NFC, NF** et NF***","Électricité","chauffage","Electrique - Convecteur électrique NFC, NF** et NF***",19132.1,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (autres catégorie ou inconnue), contenance ballon 300 L",2413,1,128.9,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (autres catégorie ou inconnue)",300,,2413,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2284E0036866F","2024-12-30","2022-01-02","2022-01-08","2022-01-09","2032-01-07",,,"B1YV2T2W73XS",,,"DPE 3CL 2021 méthode logement",2,"dpe appartement individuel","G","C","appartement",1947,"avant 1948","individuel","individuel",2.5,1,,1,,,,35.9,,"Moyenne","inférieur à 400m","H2d","55 Rue Baptistin Picca 84220 Gordes","55","Rue Baptistin Picca","Gordes","84220","84050","84","93","84050_0035_00055",876755.46,6314903.17,0.48,"adresse géocodée ban à l'adresse","55, Rue Baptistin PICA","GORDES",84220,0,,,,,,,,,,,162.9,5.9,85,32.1,0,0,9,30.9,"insuffisante","insuffisante","insuffisante",,,"très bonne","moyenne",2.08,7542.9,850.3,0,1040081.6,0,292382.6,0,17814.6,496,14363.2,3288.6,0,162.7,1,7745.5,216,6244.9,1429.8,0,70.7,0,591.2,16,493.3,92.9,0,4.9,0,"Électricité",7745.5,6244.9,1429.8,1312.7,1058.4,242.3,591.2,493.3,92.9,,,,,,,,,,,,,,,,,,,,,1312.7,1058.4,242.3,0,12,0,"Électricité","Panneau rayonnant électrique NFC, NF** et NF***","installation individuelle","Panneau rayonnant NFC, NF** et NF***","Installation de chauffage simple","Panneau rayonnant électrique NFC, NF** et NF*** avec programmateur pièce par pièce (système individuel)",6244.9,35.9,,,"Panneau rayonnant électrique NFC, NF** et NF***","Électricité","chauffage","Electrique - Panneau rayonnant électrique NFC, NF** et NF***",6244.9,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (autres catégorie ou inconnue), contenance ballon 100 L",1429.8,1,35.9,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (autres catégorie ou inconnue)",100,,1429.8,,,,,,,,,,,,0,,,,,,,,,,,,0,
"2284E0998597W","2024-06-25","2022-05-02","2022-05-08","2022-05-09","2032-05-07",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe appartement individuel","F","C","appartement",,"1989-2000","collectif","collectif",2.5,1,,1,,,800,18,,"Moyenne","inférieur à 400m","H2d","Ancien Chemin des Beaumettes 84220 Gordes",,,"Gordes","84220","84050","84","93","84050_0064",877663.12,6311268.62,0.37,"adresse géocodée ban à l'adresse","Immeuble : 53195 Lot : 407 

Chemin du Moulin 
commune des Beaumettes","GORDES, France",84220,0,,,,,"insuffisant",0,0,0,0,0,52.6,4,21,0,11.1,2.7,4.5,9.3,"moyenne","insuffisante",,"très bonne",,"insuffisante","insuffisante",0.82,2029.1,659,251.9,651575.8,260833.1,284522.8,84145.2,8402.1,466,2762.6,5412.8,144.8,81.8,0,3653.1,202,1201.1,2353.4,63,35.6,0,254.3,14,94.9,153,4,2.5,0,"Électricité",3653.1,1201.1,2353.4,598.2,192.5,377.1,254.3,94.9,153,,,,,,,,,,,,,,,,,,,,,598.2,192.5,377.1,18.3,10.3,0,"Électricité","PAC air/air installée entre 2008 et 2014","installation collective","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée entre 2008 et 2014 avec équipement d'intermittence central collectif",1201.1,18,,,"PAC air/air installée entre 2008 et 2014","Électricité","chauffage","Electrique - PAC air/air installée entre 2008 et 2014",1201.1,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","chauffe-eau électrique instantané",,,"installation collective","Un seul système d'ECS sans solaire","Chauffe eau électrique instantané",2353.4,1,18,"Non affecté",,,,"chauffe-eau électrique instantané","Électricité","ecs","Electrique - Chauffe eau électrique instantané",0,,2353.4,,,,,,,,,,,,0,"PAC air/air installée avant 2008","Électricité","Avant 2008","Refroidissement - Electrique - Pompe à chaleur air/air",18,63,"pompe à chaleur",,,,,0,
"2284E0150776J","2024-02-06","2022-01-23","2022-01-25","2022-01-26","2032-01-24",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","E","B","maison",1947,"avant 1948",,,2.4,,,2,,,,78,,"Moyenne","inférieur à 400m","H2d","3239 Chemin des Garrigues 84220 Gordes","3239","Chemin des Garrigues","Gordes","84220","84050","84","93","84050_0301_03239",877856.22,6311691.67,0.5,"adresse géocodée ban à l'adresse","3239 Chemin des Garrigues","GORDES, France",84220,0,,,,"Ce bien ne fait pas partie d'une copropriété",,,,,,,405.6,16,223.9,9.7,24.1,12.1,14.1,105.6,"insuffisante","insuffisante",,"bonne",,"insuffisante","moyenne",1.4,19390.9,1036.6,1183.1,1811085.3,724997.7,1027808.1,491797.9,25331,324,19992.8,4268.1,716.1,354,0,11013.5,141,8692.5,1855.7,311.3,153.9,0,837.9,10,686.7,120.6,19.9,10.6,0,"Électricité",11013.5,8692.5,1855.7,1827,1442,307.8,837.9,686.7,120.6,,,,,,,,,,,,,,,,,,,,,1827,1442,307.8,51.6,25.5,0,"Électricité","PAC air/air installée entre 2008 et 2014","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée entre 2008 et 2014 (système individuel)",8692.5,78,,,"PAC air/air installée entre 2008 et 2014","Électricité","chauffage","Electrique - PAC air/air installée entre 2008 et 2014",8692.5,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (autres catégorie ou inconnue), contenance ballon 200 L",1855.7,1,78,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (autres catégorie ou inconnue)",200,,1855.7,,,,,,,,,,,,0,"PAC air/air installée avant 2008","Électricité","Avant 2008","Refroidissement - Electrique - Pompe à chaleur (divisé) - type split",78,311.3,"pompe à chaleur",,,,,0,
"2284E1292310N","2024-12-30","2022-06-09","2022-06-11","2022-06-12","2032-06-10",,,"45K4KM54PCK6",,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","D","B","maison",,"avant 1948",,,2.5,,,2,,,,191.5,,"Lourde","inférieur à 400m","H2d","574 Avenue Justin Bonfils 84220 Gordes","574","Avenue Justin Bonfils","Gordes","84220","84050","84","93","84050_0460_00574",875952,6313405.38,0.53,"adresse géocodée ban à l'adresse","574, Avenue Justin Bonfils","GORDES",84220,0,,,,,"insuffisant",0,1,0,1,0,983.7,24.2,358.2,214.3,59.4,6.3,90.1,231.2,"insuffisante","insuffisante",,"insuffisante",,"insuffisante","insuffisante",1.57,45427.9,1524.2,2684.2,3510294.6,528570.5,2433828,1073007.1,45798.2,239,37136.1,6214.9,872.9,869.1,705.2,19912.3,103,16146.1,2702.1,379.5,377.9,306.6,1521.2,7,1275.5,175.6,24.3,26.1,19.6,"Électricité",19912.3,16146.1,2702.1,3239.8,2627,439.6,1521.2,1275.5,175.6,,,,,,,,,,,,,,,,,,,,,3239.8,2627,439.6,61.8,61.5,49.9,"Électricité","PAC air/air installée à partir de 2015","installation individuelle","Soufflage d'air chaud (air soufflé) avec distribution par réseau aéraulique","Installation de chauffage simple","PAC air/air installée à partir de 2015 (système individuel)",16146.1,191.5,,,"PAC air/air installée à partir de 2015","Électricité","chauffage","Electrique - PAC air/air installée à partir de 2015",16146.1,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Autres ou inconnue",,,"installation individuelle","Un seul système d'ECS sans solaire","Ballon électrique à accumulation vertical (autres catégorie ou inconnue), contenance ballon 300 L",2702.1,1,191.5,"Non affecté",,,,"Ballon électrique à accumulation vertical Autres ou inconnue","Électricité","ecs","Electrique - Ballon électrique à accumulation vertical (autres catégorie ou inconnue)",300,,2702.1,,,,,,,,,,,,0,"PAC air/air installée à partir de 2015","Électricité","A partir de 2015","Refroidissement - Electrique - Pompe à chaleur (divisé) - type split",191.5,379.5,"pompe à chaleur",,,,,0,
"2284E0989571S","2024-02-06","2022-05-03","2022-05-07","2022-05-08","2032-05-06",,,,,,"DPE 3CL 2021 méthode logement",2.1,"dpe maison individuelle","G","G","maison",,"avant 1948",,,2.5,,,3,,,,333,,"Moyenne","inférieur à 400m","H2d","Les Bas Luquets 84220 Gordes",,,"Gordes","84220","84050","84","93","84050_B008",875909.88,6313764.82,0.35,"adresse géocodée ban à l'adresse","Les Bas Luquets","GORDES",84220,0,,,,,"insuffisant",0,1,0,0,0,1836.6,47.3,846.6,332.8,59.7,15.1,135.5,399.7,"insuffisante","insuffisante","insuffisante",,,"insuffisante","insuffisante",1.87,89527,2132,0,6457837.3,0,5300817.1,0,114507.4,343,104009.5,6933.8,0,1511.2,2052.8,109375.2,328,104009.5,3816.1,0,657.1,892.5,34416.8,103,33699.1,615.3,0,45.3,57.1,"Fioul domestique",105427.4,104009.5,1417.9,9638.2,9508.5,129.6,34158.5,33699.1,459.4,"Électricité",3947.8,0,2398.2,721.1,0,438.1,258.3,0,155.9,,,,,,,,,,,10359.3,9508.5,567.7,0,120,163,"Fioul domestique","Chaudière fioul à condensation après 2015","installation individuelle","Radiateur monotube sans robinet thermostatique sur réseau individuel eau chaude haute température(sup ou egal 65°C)","Installation de chauffage simple","Chaudière individuelle fioul à condensation installée à partir de 2016. Emetteur(s): radiateur monotube sans robinet thermostatique",104009.5,333,,,"Chaudière fioul à condensation après 2015","Fioul domestique","chauffage + ecs","Fioul - Chaudière fioul à condensation installée à partir de 2016",104009.5,,,,,,,,,,,,,,,,,,,,,,,,"Électricité","Ballon électrique à accumulation vertical Catégorie B ou 2 étoiles",,,"installation individuelle","Un seul système d'ECS sans solaire","Combiné au système de chauffage",1417.9,1,111,"Non affecté",,,,"Chaudière fioul à condensation après 2015","Fioul domestique","chauffage + ecs","Fioul - Chaudière fioul à condensation installée à partir de 2016",0,,1417.9,,,,,,,,,,,,0,,,,,,,,,,,,0,
